	CM.82_WGS	CM.79_WGS	CM.67_WGS	CM.580_WGS	CM.574_WGS	CM.555_WGS	CM.553_WGS	CM.536_WGS	CM.532_WGS	CM.530_WGS	CM.528_WGS	CM.525_WGS	CM.520_WGS	CM.514_WGS	CM.512_WGS	CM.511_WGS	CM.490_WGS	CM.486_WGS	CM.47_WGS	CM.466_WGS	CM.454_WGS	CM.445_WGS	CM.443_WGS	CM.439_WGS	CM.438_WGS	CM.437_WGS	CM.432_WGS	CM.425_WGS	CM.418_WGS	CM.413_WGS	CM.412_WGS	CM.409_WGS	CM.408_WGS	CM.403_WGS	CM.402_WGS	CM.397_WGS	CM.395_WGS	CM.392_WGS	CM.389_WGS	CM.382_WGS	CM.378_WGS	CM.376_WGS	CM.375_WGS	CM.373_WGS	CM.370_WGS	CM.369_WGS	CM.367_WGS	CM.366_WGS	CM.364_WGS	CM.361_WGS	CM.358_WGS	CM.347_WGS	CM.345_WGS	CM.343_WGS	CM.342_WGS	CM.340_WGS	CM.339_WGS	CM.335_WGS	CM.328_WGS	CM.317_WGS	CM.316_WGS	CM.310_WGS	CM.308_WGS	CM.294_WGS	CM.291_WGS	CM.29_WGS	CM.289_WGS	CM.285_WGS	CM.284_WGS	CM.283_WGS	CM.278_WGS	CM.275_WGS	CM.24_WGS	CM.228_WGS	CM.208_WGS	CM.206_WGS	CM.199_WGS	CM.178_WGS	CM.177_WGS	CM.164_WGS	CM.162_WGS	CM.16_WGS	CM.152_WGS	CM.147_WGS	CM.146_WGS	CM.129_WGS
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_bicirculans	0.16037	0	0	0.31227	0.05129	3.30022	0.607	0	0	0.09109	0.01494	6.80015	0.58681	0	0	2.80551	0	0.1221	0	0.03273	0	0.01884	1.04861	0.31841	0	0	0.32153	0	0	0	0	0.55886	0.0378	0.25473	0	0.0224	0.01893	0.86688	0	0	0	0.05161	0.00161	0	0.10508	0.2417	0	0.21599	0	0	0	0.00501	0.18583	0	0	0	0	0	0.11429	0	0	0.01641	1.51014	0.0286	0.05345	0	0.22552	0.13311	0.1248	0	0	0.01114	0	0	0	0	0	0	0	0	3.09746	0	0	0.00681	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_bromii	5.8908	3.0292	0.36096	9.67396	0	0.15896	1.33987	0	0.05798	0	0	0	0	0.01873	0	0	0	0.14489	0.25766	0.73944	0	0	3.96019	0	10.30978	0.35363	0.11024	1.28736	0.75706	0	0.02694	0.94182	0.49755	0.04019	0.25144	4.89069	0	7.25775	0	0	8.62156	1.1055	2.95304	1.21866	0.28471	3.79484	0	1.20479	0.32322	0	0	0	0.08276	0	3.4801	0	0.52542	4.84465	0.95465	1.99393	0	0	0	0.37059	0.74396	0.22679	4.77594	1.25687	2.62831	1.74069	1.94796	0.07454	0	0.00479	0	7.92304	1.1642	2.38304	0	0	1.35955	0.00597	1.77676	0	0	0.02207
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_callidus	0.00736	0	0	0	0	0.0313	0	0	0	0	0	0.00141	0	0	0	0.00134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01968	0	0	0	0	0.00962	0.01407	0	0.09702	0	0	0	0	0	0	0	0	0	0	0	0.00916	0	0	0	0	0	0	0	0	0	0.00294	0	0	0	0	0	0.02895	0.05066	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_champanellensis	0.19928	0.24943	1.06095	0.02718	0	0	0	0	2.50189	4.41154	0	0	0	0	0	0	0	0.02328	0	0	0	0	0	0.55515	0	0	0	0.59847	0	0	0	0	0	0	0	9.30713	0	0	0	0	0	0.38809	0	0	2.60437	0	0	0	0	0	0	5.00901	0	0	0	0	0	0	0	0	0	0	0	0	1.96747	2.73698	1.13505	0	0	0	0	0	0	0	0	0.10724	1.20021	0	0	0	0	0	0	0	0	0.65144
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	0.77078	0.83717	0.07445	0.30258	0	0	0.89597	0.67084	0.41789	0.00862	0	0.02479	0.95735	0.09146	0	0.02542	0	0.35608	0	0	0	0	0	0.78171	0	0.23655	0	0	0.59814	0.05224	0	0.45904	0	0.52003	0	0.03762	0.22919	0	0.06661	0	0.16099	0.10468	0	0	0	0	0	0.40194	0.56087	0	0	0	0.57189	0	0	0.08739	0.09149	0	0.02331	0.12171	0	0.01434	0	0.08633	0	0	0	0	0	0	0	0	0	0	0	0	0.01032	0	0.01666	0.19349	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_obeum_CAG_39	0	0.03818	0	0	0	0	0	0	0	0.00494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00804	0	0	0.00303	0	0	0	0	0	0	0	0	0	0	0	0.03375	0	0	0	0.03698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212	0	0	0	0	0.00947	0	0	0	0.01184	0	0	0	0	0	0	0	0.02378	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_sp_CAG_330	0	0	0	0.10881	0.03714	0	0.02111	0	0.15953	0	0	0	0	0.00719	0	0	0.17092	0.15495	0	0	0.13392	0.03017	0	0	0	0	0.03741	0	0	0	0	0	0.57016	0	0	0.45187	0.03016	0	0.0082	0	0	0	0.85559	0	0	0	0	1.83455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64793	0	0	0	0	0.22769	0	0.17262	0	1.98966	0.02198	0	0	0	0	0.01212	0	0	0.72115	0	0	0	0.01243	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_sp_CAG_403	0	0	0	0	0	0	0	0	0	0	0	0.01579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05252	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_sp_CAG_488	1.51313	0.08345	0	0	0	0	0	0	0	0	0	0	0	0	0.05459	0	0	0	0	0	3.83667	0	0	0.69359	0	0	0	0.02813	0	0	0	0	0	0	0.58119	0	0	0	0	0	1.5861	0.52369	0	0	0.78662	0.08239	0	0.03646	0	1.0564	0	1.79881	0.10289	0	0	0.46559	0	0	0	0	0	0	0	1.42763	0	0.28245	0.10166	0	0	0.07445	0.15473	0.37152	0	0.4028	0	7.75282	0	0.0871	0	0	0.00911	3.58036	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_sp_CAG_563	0.06422	0.97179	0	0	0	0	0.46239	0	0.06845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02584	0	2.45066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97534	0	0	0	0	0	0	0	0	0	1.5358	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_sp_CAG_579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02121	0	0	0	0	0	0	0.01265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07532	0	0	0	0	0.08073	0	0	0	0	0	0	0	0	0.13542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30074	0	0.01983	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_sp_CAG_624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23331
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0	0	0	0	0.00611	0.00797	0	0	0	0.04109	0	0	0.14743	0.03025	0.26124	0.10798	0	0	0	0	0	0	0.00871	0	0	0	0	0	0	0.00699	0.05009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32444	0	0.09063	0.00236	0	0	0.06685	0	0	0.09055	0.00085	0	0	0	0	0	0	0.51059	0.07776	0	0	0	0	0	0	0	0	0	0.02096	0	0	0	0.04844	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium.s__Catenibacterium_mitsuokai	0.20984	0.01994	0.03746	0	0	0	0	0	0	0	0	0	0	0	0.25114	0	0.04368	0.03266	0	0	0	0.64513	0	0	0	0	0	0	0.0532	0	0	0	0	0	0	0	0	0	0.03484	0	0.29595	0	0	0	0	0	0	0.20143	0	0	0	0	0	0	0	0.08831	0.00525	0	0	0	0	0	0	0	0.15182	0.15396	0.00576	0.04062	0.01138	0.01862	0	0	0.00607	0.51227	0	1.01399	0	0.07805	0.12899	0	0.05873	0	0	0	0.12094	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma.s__Dielma_fastidiosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03712	0	0	0	0	0	0.03175	0	0	0	0	0	0	0	0	0	0	0.47604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07449	0	0	0	0	0	0	0	0	0	0	0	0.01701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella.s__Holdemanella_biformis	0.08221	0	0	0	0.07947	0.81698	0.04956	0	0	0	0.44456	0	0	0	0.06864	0	0.09679	0.03924	0	0	0.17256	0.03815	0.11088	0.09122	0	0	0.11475	0	0.06236	0	0.29231	0	0.01486	0	0.012	0.27764	0.15705	0	0	0.01156	0	0	0.16891	0.06786	0.03846	0	0	0.18672	0	0	0.0311	0.02098	0.00064	0	0.04196	0.22245	0.00479	0.09211	0	0.09933	0	0.01155	0	0.12049	0.01191	6.33981	0	0	0	0	0.11489	0	0.14213	0.31415	0	1.60009	0.06793	0.45456	0.19831	0.00851	0.0761	0	0.20348	0	0	0.03367
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania.s__Holdemania_filiformis	0	0	0	0	0	0	0	0	0	0	0	0.00525	0.01209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Solobacterium.s__Solobacterium_moorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter.s__Turicibacter_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0	0	0.48928	0.46268	0	0	0	0	0.68243	0	0	0	0	0	0	0	0.14617	0	0	0	0	0.83753	0	0	0	0	0	0	0	0	0	0	0	0	0.58095	0	0	0	0	0.03348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_sp_CAG_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	2.95797	5.61608	2.77008	0	2.02225	0	0	0	0	0	2.43461	0	0	11.61787	5.32827	0	0.79566	3.00651	4.03834	0	4.45221	0.14227	0	4.15625	0	1.40723	0	0.56647	0.31269	0	0.51371	0	1.59691	0	1.95526	0	4.76304	0	0	0	0	0	0	5.21423	2.8779	3.86761	0.40423	0	0	2.29562	0	0	0	22.11667	0	0.46683	2.29492	0	0	0.04485	0	2.77612	0	0.06021	0.95134	2.54328	1.09396	1.64093	0.16337	1.76069	4.57736	3.65812	6.60708	0.44115	0.00986	0.11873	0	2.56045	1.79728	0	0	5.79294	5.03958	1.04383	4.59425	9.71137
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas_funiformis	0	0	0	0	0	0.00646	0	0.27894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02144	0	0	0	0	0	0	0	0.07525	0	0.00627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04568	0	0.11174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas_funiformis_CAG_377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	0	0	0	0.02005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00704	0	0	0	0	0	0	0	0.10475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella.s__Mitsuokella_jalaludinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03572	0	0	0	0.01292	0	0	0	0	0	0	0	0.00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04063	0	0	0	0	0.13935	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella.s__Mitsuokella_multacida	0	0	1.37382	0	0	0	0	0	2.72974	0	0	0	0	0	0	0	0	0	0.00763	0.16782	0.16539	0	0.08321	0	0	0.44582	0	0	0	7.73086	0.38259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85189	0	1.12846	0	0	1.81784	0	0	3.12347	0	0.47306	0	0	0	0	0	0	0	0	0	0	0	0.69039	0	0	0	0	0	0	0	0	0	0	0	0.0972	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Allisonella.s__Allisonella_histaminiformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0.01622	0.00513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Anaeroglobus.s__Anaeroglobus_geminatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_invisus	0	0	0	0	0	0.14413	0	0.01408	0	0	0	0	0.74745	0	0	0.21153	0	0	0	0	0	0	0.26356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73975	0.41817	0	0	0	0	0	0	0	19.89685	0	0	0	0.67477	0	0	0.37467	0	0	0	0	0.1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00506	0	0	0	0	0.17603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_succinatiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_elsdenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21329	0	0	0	0	0	0	0	0.08837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01412	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53802	0	0	0	0	0	0.41799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_atypica	1.24435	0	0	0	0	0	0.15368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00296	0.5309	0	0.13812	0	0.01074	0.03415	0	0	0	0	0	0	0	0.00918	0	0	0	0	0	0	0	0	0	0	0	0.04923	0	0	0	0	0	0	0	0	0.65653	0	0.0552	0.05088	0	0	0	0.0343	0.07642	0	0.0695	0	0.00553	0	0	0	0.00943	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_denticariosi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_dispar	0.22512	0	0	0.02258	0	0	0.09808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23612	0	0.03004	0	0.02315	0.04902	0	0.00812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06106	0.02023	0.05194	0	0	0	0.02428	0	0	0	0	0	0.79751	0	0.0878	0.02594	0	0	0	0.00992	1.92583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_infantium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0956	0	0.0523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02471	0	0	0	0	0	0	0	0	0	0.24268	0	0	0	0	0	0	0	0.17349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	2.063	0	0.02089	0	0	0	0.0139	0	0.01673	0	0	0	0	0	0	0	0	0	0.02493	0	0	0.02921	0	0	0	0	1.44147	0	0.58533	0	0.04297	0.0279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03058	0	0.35844	0.04015	0	0	0	0	0	0.00792	0	0	3.68744	0.17525	0	0	0	0	0	0.01057	0.26973	0	0.37741	0	0.17725	0	0	0	0	0	0	0.01224	0	0	0	0.07344	0.01194	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_sp_T11011_6	0.17923	0	0	0.00238	0	0	0.0653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38322	0	0.03487	0	0.00926	0.01941	0	0	0	0	0	0	0	0	0.0171	0	0	0	0	0	0	0	0.01218	0	0.09152	0.01265	0	0	0.00261	0	0	0	0	0	0.70162	0.01462	0.06494	0.19906	0	0	0	0.04238	2.26785	0	0.01306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_tobetsuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02458	0	0.05476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
